country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
Canada,SupperWorks Meals for One,frozen prepared meals,P3,closing_or_limited,Ontario single-serve frozen prepared meals with closure/availability caveat from current public evidence,https://supportontariomade.ca/explore-products/supperworks-meals-for-one,not ready,closure_and_product_source_checked_2026-06-24,Account for alternatives demand only; do not recommend as active until ordering route is proven
US,Meal Village,prepared meals,P2,active_region_check,Chicago fresh chef-prepared meals delivered daily and ready to eat after heating,https://www.mealvillage.com/,direct partnership,official_and_app_source_checked_2026-06-24,Add to US regional prepared-meal pages with Chicago caveat
UK,Diced Meal Prep,high protein meal prep,P2,active,"UK fresh chef-prepared high-protein meal prep with burgers, bowls, pastas, staples, and kids meals",https://dicedmealprep.co.uk/,direct partnership,official_and_trust_source_checked_2026-06-24,Add to UK high-protein meal-prep challenger pages
US,Tasty Bite,shelf-stable meals,P2,active,"ready-to-eat Indian meals, bowls, rice, entrees, and sauces for fast pantry dinners",https://www.tastybite.com/collections/all,retail affiliate,official_source_checked_2026-06-24,"Add to shelf-stable, Indian, vegetarian, and pantry dinner pages"
US,Maya Kaimal,shelf-stable meals,P2,active,"Indian-inspired ready-to-eat meals, dals, sauces, and meal helpers for pantry dinner shortcuts",https://www.mayakaimal.com/products/,retail affiliate,official_source_checked_2026-06-24,Add to shelf-stable Indian meal helper pages
US,A Dozen Cousins,shelf-stable meals,P2,active,"ready-to-eat seasoned beans, rice, and meal sides inspired by Creole, Caribbean, and Latin American recipes",https://adozencousins.com/,retail affiliate,official_and_editorial_source_checked_2026-06-24,Add to shelf-stable bean/rice dinner helper pages
US,Loma Linda,shelf-stable plant-based meals,P2,active,shelf-stable plant-based meal solution packets and vegan pantry meals,https://lomalindabrand.com/,retail affiliate,official_source_checked_2026-06-24,Add to shelf-stable plant-based meal pages
US,Bachan's,meal starter kits,P3,active,Japanese barbecue sauces and cooking sauces for fast grocery-assisted dinner searches,https://bachans.com/,retail affiliate,official_source_checked_2026-06-24,Add to meal starter and grocery dinner helper pages
US,Fly By Jing,meal starter kits,P3,active,"Chinese pantry sauces, meal starters, and quick dinner helpers for Asian-inspired home meals",https://flybyjing.com/,retail affiliate,official_source_checked_2026-06-24,Add to meal starter and pantry dinner helper pages
US,Momofuku Goods,meal starter kits,P3,active,"noodles, sauces, and pantry goods for quick restaurant-style dinners at home",https://shop.momofuku.com/,retail affiliate,official_source_checked_2026-06-24,Add to noodle and pantry dinner helper pages
US,Brooklyn Delhi,meal starter kits,P3,active,"Indian simmer sauces, achaar, and pantry products for fast grocery-assisted dinners",https://brooklyndelhi.com/,retail affiliate,official_source_checked_2026-06-24,Add to Indian meal starter pages
US,Diaspora Co.,grocery dinner helpers,P3,active,single-origin spices and pantry staples for high-intent cooking-at-home dinner helper searches,https://www.diasporaco.com/,retail affiliate,official_source_checked_2026-06-24,"Add to premium pantry dinner helper pages, not meal delivery rankings"
US,Ipsa Provisions,frozen prepared meals,P2,active_region_check,"small-batch frozen meals, soups, and dinner provisions with regional delivery and retail route",https://eatipsa.com/,direct partnership,official_source_checked_2026-06-24,Add to frozen prepared meal challenger pages with route caveat
US,Nourish Meals,prepared meals,P2,active_region_check,regional chef-prepared healthy meals delivered fresh for family and convenience demand,https://nourishmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to regional prepared meal pages with delivery-area caveat
US,Eat Flavorly,prepared meals,P3,active_region_check,meal prep and healthy prepared meal candidate for regional convenience searches,https://eatflavorly.com/,direct partnership,official_source_checked_2026-06-24,Add with active-route caveat
US,Ice Age Meals,paleo prepared meals,P3,active,frozen paleo meal delivery with protein-forward freezer meals,https://iceagemeals.net/,direct partnership,official_source_checked_2026-06-24,Add to paleo and frozen prepared meal pages
US,Caveman Chefs,paleo prepared meals,P3,active_region_check,Colorado paleo meal prep and prepared meal brand with specialty diet positioning,https://cavemanchefs.com/,direct partnership,official_source_checked_2026-06-24,Add to paleo meal prep pages with regional caveat
US,Truly Good Foods,snack and pantry box,P3,active_b2b_consumer_mixed,snack and pantry box supplier for healthy convenience searches with consumer-fit caveat,https://trulygoodfoods.com/,direct partnership after consumer fit check,official_source_checked_2026-06-24,Add only to pantry/snack box adjacent pages
Canada,Chef's Plate,meal kit,P1,active,Canadian meal kit brand with pre-portioned ingredients and recipes from the HelloFresh family,https://www.chefsplate.com/,affiliate application,official_source_checked_2026-06-24,Add to Canada meal-kit comparisons
Ireland,GourmetFuel,prepared meals,P1,active_route_check,Ireland healthy prepared meal delivery brand frequently considered for meal-plan delivery searches,https://gourmetfuel.com/,direct partnership,community_source_checked_2026-06-24,Add with active checkout caveat
Ireland,Eatstro,meal kit,P3,needs_active_check,Ireland meal-kit candidate with historical consumer discussion and uncertain current activity,https://eatstro.com/,verify before monetization,community_source_checked_2026-06-24,Use for alternatives intent only until active ordering is proven
US,Huel Hot & Savory,shelf-stable meals,P1,active,complete nutrition hot meal pouches for quick no-prep pantry dinners,https://huel.com/collections/huel-hot-and-savory,affiliate application,official_source_checked_2026-06-24,Add as Huel sub-brand/variant for hot meal replacement searches
US,Soylent Complete Protein,complete nutrition meal replacement,P2,active,ready-to-drink complete nutrition/protein products for quick meal replacement demand,https://soylent.com/,affiliate application,official_source_checked_2026-06-24,Add as Soylent product-route variant for complete nutrition searches
US,Goodles,shelf-stable meals,P3,active,protein-forward boxed mac and noodles for quick pantry dinner searches,https://www.goodles.com/,retail affiliate,official_source_checked_2026-06-24,Add to shelf-stable pantry dinner helper pages
US,Banza,shelf-stable meals,P3,active,"chickpea pasta, rice, and pizza products for high-protein pantry dinner helpers",https://www.eatbanza.com/,retail affiliate,official_source_checked_2026-06-24,Add to high-protein pantry dinner helper pages
US,Siete Foods,grocery dinner helpers,P3,active,"grain-free tortillas, sauces, beans, and pantry dinner helpers for grocery-assisted meals",https://sietefoods.com/,retail affiliate,official_source_checked_2026-06-24,Add to grocery dinner helper pages
US,Primal Kitchen Sauces,grocery dinner helpers,P3,active,"paleo/keto sauces, dressings, and pantry shortcuts for healthy dinner planning",https://www.primalkitchen.com/,retail affiliate,official_source_checked_2026-06-24,Add product-route variant for sauce/dinner helper pages
US,Kevin's Natural Foods Sides,heat and eat meals,P3,active,heat-and-eat sides and meal components from Kevin's Natural Foods for fast dinner construction,https://www.kevinsnaturalfoods.com/,retail affiliate,official_source_checked_2026-06-24,Add side/component variant for heat-and-eat dinner helper pages
US,Maya Kaimal Everyday Dal,shelf-stable meals,P3,active,ready-to-eat dal and Indian pantry meal packets for fast vegetarian dinners,https://www.mayakaimal.com/products/,retail affiliate,official_source_checked_2026-06-24,Add product-route variant for ready-to-eat Indian meal searches
US,Tasty Bite Protein Bowls,shelf-stable meals,P3,active,ready-to-eat shelf-stable bowls and Indian meals for quick pantry dinner searches,https://www.tastybite.com/collections/all,retail affiliate,official_source_checked_2026-06-24,Add product-route variant for ready-to-eat bowl searches
US,A Dozen Cousins Rice & Beans,shelf-stable meals,P3,active,"ready-to-eat rice and bean packs for quick Creole, Caribbean, and Latin-inspired dinners",https://adozencousins.com/,retail affiliate,official_source_checked_2026-06-24,Add product-route variant for pantry dinner packs
Turkey,Rafinera,diet prepared meals,P1,active,"Turkey dietitian-led daily diet meal package service with calorie plans, protein-plus options, and Istanbul meal delivery demand",https://www.rafinera.com/,direct partnership,official_source_checked_2026-06-24,Add to Turkey diet meal delivery and protein-plus prepared meal pages
Portugal,Natalie's Healthy Kitchen,meal kit,P1,active_region_check,Portugal local healthy meal-kit alternative to HelloFresh serving Lisbon and Cascais with dietitian-planned recipes,https://www.natalieshealthykitchen.com/,direct partnership,official_source_checked_2026-06-24,Use as Portugal meal-kit anchor with Lisbon/Cascais delivery-area caveat
Argentina,Frizata,frozen prepared meals,P1,active,Argentina frozen food delivery brand with direct-to-home freezer stocking demand and broad prepared-food range,https://www.frizata.com/,direct partnership,official_source_checked_2026-06-24,Add to Argentina frozen prepared meal and freezer meal pages
Chile,FitFood Chile,diet prepared meals,P1,active,Chile healthy meal-plan delivery brand offering personalized nutrition plans delivered daily,https://fitfood.cl/,direct partnership,official_source_checked_2026-06-24,Add as Chile diet meal delivery anchor
Chile,Plan Nutritivo,diet prepared meals,P2,active_region_check,Chile healthy prepared meal-plan provider delivering fresh nutritious meals twice weekly,https://plannutritivo.cl/,direct partnership,official_source_checked_2026-06-24,Add to Chile healthy prepared meal alternatives
Chile,La Specialite,prepared meals,P2,active_region_check,Chile healthy prepared meal delivery brand with nutritionist-designed daily delivery plans,https://www.laspecialite.cl/,direct partnership,official_source_checked_2026-06-24,Add to Chile prepared meal pages with regional caveat
Colombia,Meal Prep Consciente,diet prepared meals,P2,active_region_check,Medellin weekly and monthly healthy meal-prep plans with detox and personalized diet positioning,https://mealprepconsciente.com/,direct partnership,official_source_checked_2026-06-24,Add to Colombia Medellin meal-prep alternatives
Colombia,Foody Colombia,prepared meals,P2,active_region_check,Bogota natural prepared meals that heat in minutes with programmed ordering,https://www.foody.com.co/,direct partnership,official_source_checked_2026-06-24,Add to Colombia prepared meal pages with Bogota caveat
Colombia,Mingu,prepared meals,P2,active_app_route,Colombia app-led prepared meal plans delivered together for fridge/freezer stocking,https://www.mingu.co/,direct partnership,official_source_checked_2026-06-24,Add to Colombia app-led prepared meal alternatives
Colombia,Como en Casa Bogota,prepared lunches,P3,active_region_check,Bogota healthy balanced lunch plan delivered Monday to Friday for recurring weekday meal demand,https://www.comoencasabta.com/,direct partnership,official_source_checked_2026-06-24,Use for local lunch-plan alternatives rather than national recommendation
Peru,getUP!,diet prepared meals,P1,active_region_check,Lima personalized healthy meal-plan delivery with certified nutritionist positioning,https://getup.com.pe/,direct partnership,official_source_checked_2026-06-24,Add as Peru/Lima diet prepared meal anchor
Peru,Delimas,prepared meals,P2,active_region_check,Lima prepared-meal delivery service with customizable meals and free delivery across selected districts,https://delimas.pe/,direct partnership,official_source_checked_2026-06-24,Add to Peru prepared meal alternatives with district caveat
Mexico,Myfitnesschef,diet prepared meals,P2,active_region_check,Mexico balanced gourmet weekly meal delivery brand with recurring prepared meal demand,https://myfitnesschef.mx/home/,direct partnership,official_source_checked_2026-06-24,Add to Mexico prepared and fitness meal pages
Mexico,True Dose Mexico,prepared meals,P2,active_region_check,Mexico healthy prepared meal delivery with weekly meal plans and heat-and-eat positioning,https://truedose.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico prepared meal alternatives
Mexico,Manyar,diet prepared meals,P2,active_region_check,"CDMX and Estado de Mexico personalized healthy meal plan delivery for keto, diabetic, normal, and gourmet plans",https://www.manyar.com.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico/CDMX diet meal delivery pages
Saudi Arabia,Low Calorie Saudi,diet prepared meals,P2,active_region_check,Riyadh healthy meal-plan delivery brand with balanced tailored plans and delivery in Saudi Arabia,https://lowcalorie.sa/en/,direct partnership,official_source_checked_2026-06-24,Add to Saudi low-calorie and healthy meal-plan pages
Qatar,Benefit Qatar,diet prepared meals,P1,active,"Qatar nutritionist-designed fresh meal-plan delivery brand for weight loss, muscle gain, performance, and busy people",https://benefit.qa/,direct partnership,official_source_checked_2026-06-24,Add to Qatar prepared meal-plan pages
Kuwait,LineUpFit,diet prepared meals,P1,active,"Kuwait fresh calorie-counted healthy meal delivery with weight-loss, fitness, and high-protein programs",https://lineupfit.com/,direct partnership,official_source_checked_2026-06-24,Add as Kuwait healthy meal-plan anchor
Kuwait,Protein Fitness Meals,high protein meal prep,P2,active,Kuwait diet-plan manufacturer focused on protein and fitness meal plans,https://proteinfitnessmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Kuwait high-protein meal-prep alternatives
Romania,LifeBox Romania,diet prepared meals,P1,active,Romania healthy balanced daily meal subscriptions delivered in Bucharest with nutrition-focused menu plans,https://www.lifebox.ro/en/,direct partnership,official_source_checked_2026-06-24,Add as Romania prepared meal delivery anchor
Czech Republic,Yes Krabicky,diet prepared meals,P1,active_region_check,Czech premium boxed-diet meal delivery from a Michelin Bib Gourmand chef route,https://yeskrabicky.cz/en,direct partnership,official_source_checked_2026-06-24,Add to Czech boxed diet and premium prepared meal pages
Czech Republic,Zdrave Stravovani,diet prepared meals,P1,active,"Czech boxed diet provider with up to five meals daily, multiple programs, nutrition counselling, and nationwide-style delivery coverage",https://www.zdravestravovani.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech diet meal delivery pages
Czech Republic,FitKitchen Czech Republic,diet prepared meals,P2,active_region_check,Prague and Brno boxed-diet delivery service for healthy portions and daily structured eating,https://fitkitchen.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech local boxed diet alternatives
Czech Republic,Popapej,diet prepared meals,P2,active_region_check,"Czech boxed-meal service with classic, fitness, low-carb, bodybuilding, and meat-free programs",https://www.popapej.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech fitness and low-carb prepared meal pages
Slovakia,Zdrave Stravovanie Slovakia,diet prepared meals,P1,active,Slovakia boxed diet route delivering fresh meals for healthy balanced weekday eating,https://zdravestravovanie.sk/,direct partnership,official_source_checked_2026-06-24,Add as Slovakia prepared meal delivery anchor
Estonia,HealthyFood Tallinn,diet prepared meals,P1,active_region_check,"Tallinn healthy meal-plan delivery with Slim, Balance, and Muscle programs",https://healthyfood.ee/,direct partnership,official_source_checked_2026-06-24,Add as Estonia/Tallinn prepared meal anchor
Hungary,Food Revolution Hungary,prepared meals,P1,active_region_check,Hungary premium chef-prepared meal delivery and diet service with weekly menu and sign-up route,https://foodrevo.hu/en/,direct partnership,official_source_checked_2026-06-24,Add as Hungary premium prepared meal anchor
Croatia,LightFork,diet prepared meals,P1,active_region_check,Croatia healthy full-day meal delivery program with four daily meals and weight-loss positioning,https://www.lightfork.hr/en/,direct partnership,official_source_checked_2026-06-24,Add as Croatia diet prepared-meal anchor
Serbia,28Ishrana,diet prepared meals,P1,active_region_check,Belgrade healthy meal delivery service with weekly meal plans and full-day nutrition programs,https://28ishrana.rs/en/,direct partnership,official_source_checked_2026-06-24,Add as Serbia/Belgrade diet meal delivery anchor
Serbia,Vit Fit Serbia,diet prepared meals,P2,active_region_check,"Belgrade balanced meal delivery service with women's, men's, protein, and weight-loss packages",https://vitfit.rs/en,direct partnership,official_source_checked_2026-06-24,Add to Serbia healthy meal delivery alternatives
Bulgaria,Fit Panther,diet prepared meals,P1,active,Bulgaria ready healthy menu delivery brand serving home and office customers with full-day menus,https://fitpanther.bg/en/,direct partnership,official_source_checked_2026-06-24,Add as Bulgaria healthy prepared-meal anchor
Latvia,MealPrep Baltic Latvia,diet prepared meals,P1,active_region_check,Baltic healthy prepared-meal subscription route serving Latvia through MealPrep Global,https://mealprep.global/,direct partnership,official_source_checked_2026-06-24,Add as Latvia meal-prep anchor with Baltic-region caveat
Lithuania,MealPrep Baltic Lithuania,diet prepared meals,P1,active_region_check,Baltic healthy prepared-meal subscription route serving Lithuania through MealPrep Global,https://mealprep.global/,direct partnership,official_source_checked_2026-06-24,Add as Lithuania meal-prep anchor with Baltic-region caveat
Estonia,MealPrep Baltic Estonia,diet prepared meals,P2,active_region_check,Baltic healthy prepared-meal subscription route serving Estonia through MealPrep Global,https://mealprep.global/,direct partnership,official_source_checked_2026-06-24,Add to Estonia meal-prep alternatives
Estonia,SmartFOOD Estonia,diet prepared meals,P1,active_region_check,Estonia complete daily meal system delivering five dietitian-planned meals in the morning,https://smartfood.ee/en/,direct partnership,official_source_checked_2026-06-24,Add to Estonia boxed diet pages
Estonia,EasyEats Estonia,high protein meal prep,P2,active_region_check,"Tallinn high-protein meal-prep delivery service with weekly breakfast, lunch, and dinner options",https://www.easyeats.ee/,direct partnership,official_source_checked_2026-06-24,Add to Estonia high-protein meal-prep pages
Cyprus,HealthyBox Cyprus,diet prepared meals,P1,active_region_check,"Cyprus weekly and monthly healthy meal-plan brand delivering around Nicosia, Larnaca, and Limassol",https://healthybox.com.cy/,direct partnership,official_source_checked_2026-06-24,Add as Cyprus healthy meal-plan anchor
Cyprus,Healthy Meals Cyprus,diet prepared meals,P1,active_region_check,Cyprus weekly healthy meal delivery service with Nicosia delivery and Larnaca expansion messaging,https://healthy-meals.com.cy/,direct partnership,official_source_checked_2026-06-24,Add to Cyprus diet prepared-meal pages
Cyprus,Ofelimon,prepared meals,P2,active_region_check,Cyprus customizable healthy prepared-meal delivery brand focused on heat-and-eat convenience,https://ofelimon.com.cy/,direct partnership,official_source_checked_2026-06-24,Add to Cyprus prepared meal alternatives
Cyprus,FamilyChef Cyprus,diet prepared meals,P2,active_region_check,"Cyprus diet meal-plan delivery brand with slim, keto, and weekly program positioning",https://familychef.com.cy/,direct partnership,official_source_checked_2026-06-24,Add to Cyprus diet program pages
Cyprus,Milts Food,prepared meals,P3,active_region_check,"Cyprus healthy food delivery service with organic, plant-based, and gluten-free positioning",https://www.miltsfood.com/,direct partnership,official_source_checked_2026-06-24,Add to Cyprus prepared meal challenger pages
Cyprus,Family Kitchen Cyprus,kids and family meal plans,P3,active_region_check,Cyprus healthy family meal-plan and catering route for children and adults,https://familykitchen.cy/,direct partnership after consumer fit check,official_source_checked_2026-06-24,Add to Cyprus family/kids meal-plan alternatives with catering caveat
Bahrain,Right Calories Bahrain,diet prepared meals,P1,active,"Bahrain healthy meal-plan delivery brand with balanced, low-carb, high-protein, and custom programs",https://www.rightcalories.com/bh,direct partnership,official_source_checked_2026-06-24,Add as Bahrain diet meal-plan anchor
Bahrain,Honestly Foods,prepared meals,P1,active,Bahrain balanced meal subscription and prepared food service with home-cooked positioning,https://honestlybh.com/,direct partnership,official_source_checked_2026-06-24,Add to Bahrain prepared meal pages
Bahrain,Calo Bahrain,prepared meals,P1,active_app_route,Bahrain app-led personalized daily meal-plan delivery route from Calo,https://calo.app/en-bh,direct partnership,official_source_checked_2026-06-24,Add as Bahrain Calo local route
Oman,Nourish Kitchen Oman,diet prepared meals,P1,active_region_check,Muscat healthy prepared meal service with portion-controlled calorie-counted programs,https://nourishkitchen.me/,direct partnership,official_source_checked_2026-06-24,Add as Oman/Muscat diet meal-plan anchor
Oman,Calo Oman,prepared meals,P1,active_app_route,Oman app-led personalized fresh meal-plan route from Calo with Muscat launch evidence,https://calo.app/en,direct partnership,official_and_local_source_checked_2026-06-24,Add to Oman prepared meal-plan alternatives with app-route caveat
Egypt,Protein Box Egypt,high protein meal prep,P1,active_region_check,"Egypt healthy prepared meal delivery brand with high-protein, keto, and weekly package demand",https://www.proteinbox-egypt.com/,direct partnership,official_source_checked_2026-06-24,Add as Egypt high-protein meal-prep anchor
Egypt,Chef Box Egypt,meal kit,P2,active_region_check,Egypt meal-kit service with recurring subscription terms and premeasured ingredient boxes,https://chefboxeg.com/,direct partnership,official_source_checked_2026-06-24,Add to Egypt meal-kit and cook-at-home pages
Egypt,Diet Hub Egypt,diet prepared meals,P1,active_app_route,Egypt healthy diet meal subscription brand with customized nutrition plans and delivery,https://diethubegypt.com/,direct partnership,official_and_app_source_checked_2026-06-24,Add to Egypt diet meal delivery pages
Egypt,Diet to Door Egypt,diet prepared meals,P1,active,"Egypt diet food delivery service with balanced, muscle, low-carb, vegetarian, and kids programs",https://diettodoor.com/,direct partnership,official_source_checked_2026-06-24,Add to Egypt weight-loss and diet prepared meal pages
Egypt,Calories Egypt,diet prepared meals,P2,active_region_check,Egypt eat-clean program and daily meal-plan service for full-day prepared meals,https://www.calories-eg.com/calories-healthy-package-program.html,direct partnership,official_source_checked_2026-06-24,Add to Egypt diet prepared-meal challenger pages
Morocco,MealBox Morocco,prepared meals,P1,active_region_check,Morocco dietitian-approved fresh prepared meals delivered ready to heat in minutes,https://www.mealbox.ma/,direct partnership,official_source_checked_2026-06-24,Add as Morocco prepared-meal anchor
Greece,Nutrichef Greece,diet prepared meals,P1,active_region_check,Greece nutritionally designed ready-to-eat meal delivery service with program-based ordering,https://nutrichef.gr/,direct partnership,official_source_checked_2026-06-24,Add as Greece healthy prepared-meal anchor
Hungary,Smartfood Hungary,diet prepared meals,P2,active_region_check,Hungary complete meal system delivering five dietitian-designed meals per day,https://smart-food.hu/in-english/,direct partnership,official_source_checked_2026-06-24,Add to Hungary boxed diet alternatives
US,NutriFit,diet prepared meals,P2,active_region_check,California customized prepared meal delivery brand with rotating gourmet menus and dietary options,https://www.nutrifitonline.com/,direct partnership,official_source_checked_2026-06-24,Add to US customized diet meal pages
US,fit-flavors,prepared meals,P2,active_region_check,US regional fresh prepared meal brand with portion-controlled healthy meals and retail/delivery routes,https://fit-flavors.com/,direct partnership,official_source_checked_2026-06-24,Add to US regional prepared meal alternatives
US,Farm to Fit,prepared meals,P2,active_region_check,Portland prepared meal delivery brand with chef-made calorie-controlled meals and recurring delivery,https://www.farmtofit.com/,direct partnership,official_source_checked_2026-06-24,Add to US regional calorie-controlled meal pages
US,LifeChef,diet prepared meals,P2,active,US tailored healthy meal delivery brand for dietary needs including diabetes and heart-friendly programs,https://www.lifechef.com/,affiliate application,official_source_checked_2026-06-24,Add to medically tailored and diet meal pages
US,Munch Thyme,premium prepared meals,P2,active,US chef-prepared personalized meal delivery brand with seed-oil-free positioning,https://munchthyme.com/,direct partnership,official_source_checked_2026-06-24,Add to premium prepared meal pages
US,MyoMeals,high protein meal prep,P3,active_region_check,"Chicago meal-prep delivery brand with macros, pickup, and local delivery",https://myomealsprep.com/,direct partnership,official_source_checked_2026-06-24,Add to US regional high-protein meal-prep pages
US,Healthy Course Meals,diet prepared meals,P3,active_region_check,US regional portion-controlled prepared meal delivery brand for fitness and healthy eating goals,https://healthycoursemeals.com/,direct partnership,official_source_checked_2026-06-24,Add to US regional prepared meal alternatives
US,Performance Ready Nutrition,high protein meal prep,P3,active_region_check,US regional macro-friendly prepared meal brand for fitness goals and whole-food meal prep,https://www.performancereadynutrition.com/,direct partnership,official_source_checked_2026-06-24,Add to US performance meal-prep alternatives
US,Fit AF Nutrition,prepared meals,P3,active_region_check,Boston-area fresh prepared meal delivery brand with high-protein and diet-filtered weekly menus,https://fitafnutrition.com/,direct partnership,official_source_checked_2026-06-24,Add to US regional prepared meal alternatives
US,EatFitz,high protein meal prep,P3,active_region_check,Massachusetts and Rhode Island fresh meal-prep delivery brand with customizable high-protein meals,https://eatfitz.com/,direct partnership,official_source_checked_2026-06-24,Add to US regional high-protein meal-prep alternatives
Thailand,NutriChef Bangkok,diet prepared meals,P1,active_region_check,"Bangkok healthy meal-prep delivery brand with weight-loss, keto, vegan, and fitness meal-plan positioning",https://thenutrichef.com/,direct partnership,official_source_checked_2026-06-24,Add as Bangkok healthy diet meal-prep anchor
Thailand,Fit2go Thailand,high protein meal prep,P1,active_region_check,Thailand ready-to-eat high-protein and low-calorie meal-plan service with Bangkok route evidence,https://fit2gothailand.com/,direct partnership,official_source_checked_2026-06-24,Add as Thailand high-protein meal-prep anchor
Thailand,Plantiful Bangkok,plant-based prepared meals,P2,active_region_check,Bangkok plant-based meal-plan brand selling multi-day chef-crafted meal and snack packages,https://www.plantifulbkk.com/plans,direct partnership,official_source_checked_2026-06-24,Add to Thailand plant-based meal-plan pages
Thailand,Healthy Tasty Thailand,diet prepared meals,P2,active_region_check,"Thailand healthy meal-plan brand with calorie-controlled, pregnancy, and lifestyle plans delivered fresh daily",https://www.healthytastyclubbyht.com/,direct partnership,official_source_checked_2026-06-24,Add to Thailand diet prepared-meal alternatives
Malaysia,Meals in Minutes Malaysia,frozen prepared meals,P1,active,Malaysia portioned and prepped vacuum-packed meal portions delivered for fast cook-at-home convenience,https://mealsinminutes.co/,direct partnership,official_source_checked_2026-06-24,Add as Malaysia frozen/prepped meal anchor
Malaysia,La Juiceria Grocer,high protein prepared meals,P2,active_delivery_partner_route,Malaysia healthy food and prepared-meal range with Lean Fuel and Muscle Gain bundles plus delivery routes,https://lajuiceria.com.my/,direct partnership,official_source_checked_2026-06-24,Add to Malaysia high-protein prepared meal alternatives
Malaysia,GoClean Malaysia,diet prepared meals,P2,active_region_check,Kuala Lumpur and Petaling Jaya healthy food delivery and catering route with daily changing menu,https://goclean.oddle.me/en_MY,direct partnership,official_source_checked_2026-06-24,Add to KL/PJ healthy meal delivery alternatives
Malaysia,Agrain Malaysia,prepared meals,P3,active_delivery_partner_route,Kuala Lumpur healthy halal protein bowl brand with delivery partner route and low-kcal high-protein positioning,https://agrain.my/,direct partnership after meal-plan fit check,official_source_checked_2026-06-24,Add to Malaysia healthy prepared-meal watchlist with delivery-route caveat
Philippines,The Six Pack Chef,diet prepared meals,P1,active_region_check,Philippines healthy meal-plan delivery brand with nutritious high-quality meals delivered to customers,https://www.thesixpackchef.ph/,direct partnership,official_source_checked_2026-06-24,Add as Philippines healthy meal-plan anchor
Philippines,Pickle.ph,diet prepared meals,P1,active_region_check,Metro Manila healthy food delivery service offering calorie-controlled and macro-balanced meals,https://pickle.ph/,direct partnership,official_source_checked_2026-06-24,Add as Philippines calorie-controlled meal-plan anchor
Philippines,FitFood Manila,diet prepared meals,P1,active_region_check,"Manila meal-plan brand with Original, Plus, Veg, Keto, and heart-focused subscription options",https://fitfoodmanila.com/,direct partnership,official_source_checked_2026-06-24,Add to Philippines diet and keto meal-plan pages
Vietnam,Fuel Meals Vietnam,high protein meal prep,P1,active_region_check,Da Nang macro meal delivery brand with fresh chef-crafted healthy meal prep and custom plans,https://fuelmealsvn.com/,direct partnership,official_source_checked_2026-06-24,Add as Vietnam/Da Nang macro meal-prep anchor
Japan,Mitsuboshi Farm,frozen prepared meals,P1,active,Japan frozen prepared side-dish delivery service with nutrition-supervised low-carb meal positioning,https://mitsuboshifarm.jp/,affiliate application,official_source_checked_2026-06-24,Add as Japan frozen prepared-meal anchor
Japan,GREEN SPOON Japan,frozen prepared meals,P1,active,"Japan vegetable one-step meal brand delivering soups, salads, smoothies, and dishes to customers",https://greenspoon.co.jp/,affiliate application,official_source_checked_2026-06-24,Add as Japan vegetable frozen meal anchor
Japan,FIT FOOD HOME,frozen prepared meals,P1,active,"Japan chef-made frozen prepared-meal delivery service focused on nutrition, taste, and additive-conscious food",https://store.tavenal.com/,affiliate application,official_source_checked_2026-06-24,Add to Japan frozen prepared meal pages
Japan,Nokasoul,premium prepared meals,P2,active_region_check,Tokyo farm-to-bento delivery brand preparing seasonal locally sourced bento for delivery,https://www.nokasoul.com/,direct partnership,official_source_checked_2026-06-24,Add to Tokyo premium prepared-meal alternatives
US,FITfoodNJ,prepared meals,P3,active_region_check,New Jersey prepared-meal and bulk meal-prep brand delivering ready heat-and-eat meals statewide,https://fitfoodnj.com/,direct partnership,official_source_checked_2026-06-24,Add to US regional prepared-meal alternatives
US,Instant Muscle Meals,high protein meal prep,P3,active_region_check,NY/NJ/CT high-protein chef-prepped meal-prep brand serving athletes and busy customers,https://instantmusclemeals.com/,direct partnership,official_source_checked_2026-06-24,Add to US Northeast high-protein meal-prep alternatives
US,Muscle Fuel Meals,high protein meal prep,P3,active_region_check,"Florida local meal-prep delivery brand serving Pinellas, Pasco, Hillsborough, and Hernando counties",https://musclefuelmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Florida regional high-protein meal-prep pages
US,Fit Food Cuisine,prepared meals,P3,active_region_check,"San Jose meal-prep service with fresh curated meals, delivery, pickup, and meal-pack options",https://fitfoodcuisine.com/,direct partnership,official_source_checked_2026-06-24,Add to California regional prepared-meal alternatives
US,Healthy Meals Kitchen,diet prepared meals,P3,active_region_check,Orange County dietitian-approved chef-inspired meal-prep service with delivery and pickup,https://www.healthymealskitchen.com/,direct partnership,official_source_checked_2026-06-24,Add to California diet prepared-meal alternatives
US,Johns Fit Meals,high protein meal prep,P3,active_region_check,"Maryland meal-prep service with pre-portioned, customized, and bulk protein/carb/vegetable options",https://www.johnsfitmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Mid-Atlantic high-protein meal-prep alternatives
