brand,review_url,tracked_go_url,countries,categories,official_urls,monetization_path,priority_score,status,next_action
Home Bistro,/reviews/home-bistro/,/go/home-bistro/,US,prepared meals,https://www.homebistro.com/,direct partnership outreach,25,active,Add to premium prepared meal and senior frozen meal pages
Hungry Harvest,/reviews/hungry-harvest/,/go/hungry-harvest/,US,produce box,https://www.hungryharvest.net/,direct partnership outreach,25,active_region_check,Add to budget produce and grocery dinner pages with region caveat
Jake,/reviews/jake/,/go/jake/,Europe,complete nutrition meal replacement,https://jakefood.com/,verify before monetization,25,active_marketplace_check,List with active-route caveat until official checkout is verified
Jamie's Angels,/reviews/jamie-s-angels/,/go/jamie-s-angels/,New Zealand,prepared meals,https://www.jamiesangels.co.nz/,direct partnership outreach,25,active,Treat as local/specialist listing; verify region coverage before broad rankings.
Kevin's Natural Foods Sides,/reviews/kevin-s-natural-foods-sides/,/go/kevin-s-natural-foods-sides/,US,heat and eat meals,https://www.kevinsnaturalfoods.com/,direct partnership outreach,25,active,Add side/component variant for heat-and-eat dinner helper pages
Little Sesame,/reviews/little-sesame/,/go/little-sesame/,US,grocery dinner helpers,https://www.eatlittlesesame.com/,direct partnership outreach,25,active_retail_check,"Add to plant-based grocery dinner helper pages, not prepared meal rankings"
Maya Kaimal Everyday Dal,/reviews/maya-kaimal-everyday-dal/,/go/maya-kaimal-everyday-dal/,US,shelf-stable meals,https://www.mayakaimal.com/products/,direct partnership outreach,25,active,Add product-route variant for ready-to-eat Indian meal searches
Momofuku Goods,/reviews/momofuku-goods/,/go/momofuku-goods/,US,meal starter kits,https://shop.momofuku.com/,direct partnership outreach,25,active,Add to noodle and pantry dinner helper pages
Northstar Bison,/reviews/northstar-bison/,/go/northstar-bison/,US,protein box,https://www.northstarbison.com/,direct partnership outreach,25,active,Add as specialty protein delivery adjacent
Plated,/reviews/plated/,/go/plated/,US,meal kit,,direct partnership outreach,25,inactive,Track only as inactive/legacy competitor context
Porter Road,/reviews/porter-road/,/go/porter-road/,US,protein box,https://porterroad.com/,direct partnership outreach,25,active,Promote from candidate as protein delivery adjacent
Primal Kitchen Sauces,/reviews/primal-kitchen-sauces/,/go/primal-kitchen-sauces/,US,grocery dinner helpers,https://www.primalkitchen.com/,direct partnership outreach,25,active,Add product-route variant for sauce/dinner helper pages
Runtime,/reviews/runtime/,/go/runtime/,Europe,complete nutrition meal replacement,https://runtime.gg/,verify before monetization,25,needs_active_check,Use only for alternatives pages until active checkout is verified
Siete Foods,/reviews/siete-foods/,/go/siete-foods/,US,grocery dinner helpers,https://sietefoods.com/,direct partnership outreach,25,active,Add to grocery dinner helper pages
Tasty Bite Protein Bowls,/reviews/tasty-bite-protein-bowls/,/go/tasty-bite-protein-bowls/,US,shelf-stable meals,https://www.tastybite.com/collections/all,direct partnership outreach,25,active,Add product-route variant for ready-to-eat bowl searches
Wild Pastures,/reviews/wild-pastures/,/go/wild-pastures/,US,protein box,https://wildpastures.com/,direct partnership outreach,25,active,Add to protein-box adjacent pages
Yumble,/reviews/yumble/,/go/yumble/,US,kids meals,https://yumblekids.com/,verify before monetization,25,needs_active_check,Create alternatives intent only until active ordering is proven
Balance by bistroMD,/reviews/balance-by-bistromd/,/go/balance-by-bistromd/,US,diet prepared meals,https://www.bistromd.com/,direct partnership outreach,20,brand_family_or_legacy_route,Account for search demand and avoid duplicate recommendation claims
Dinner Twist,/reviews/dinner-twist/,/go/dinner-twist/,Australia,meal kit,https://dinnertwist.com.au/,direct partnership outreach,20,missing_priority,Add WA/regional meal-kit tracker
Easy Platter,/reviews/easy-platter/,/go/easy-platter/,Canada,meal kit,https://easyplatter.com/,direct partnership outreach,20,missing_priority,Add Canadian meal-kit tracker
Eat Fit Food,/reviews/eat-fit-food/,/go/eat-fit-food/,Australia,prepared meals,,direct partnership outreach,20,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
FoodSt,/reviews/foodst/,/go/foodst/,Australia,prepared meals,https://foodst.com.au/,direct partnership outreach,20,missing_priority,Add prepared meals alternative
FrescoFrigo,/reviews/frescofrigo/,/go/frescofrigo/,Italy,prepared meals,https://www.frescofrigo.it/,direct partnership outreach,20,b2b_or_office_focus,Account for office prepared-meal demand but separate from consumer rankings
Freshology,/reviews/freshology/,/go/freshology/,US,diet prepared meals,https://www.diettogo.com/,direct partnership outreach,20,brand_family_route,Account for Freshology search demand without duplicate claims
Gourmet Meals,/reviews/gourmet-meals/,/go/gourmet-meals/,Australia,prepared meals,https://www.gourmetmeals.com.au/,direct partnership outreach,20,missing_priority,Add seniors/frozen meals AU
Heart to Home Meals Canada,/reviews/heart-to-home-meals-canada/,/go/heart-to-home-meals-canada/,Canada,prepared meals,https://www.hearttohomemeals.ca/,direct partnership outreach,20,missing_priority,Add senior meal delivery Canada
KBK,/reviews/kbk/,/go/kbk/,UK,prepared meals,https://kbk.co.uk/,direct partnership outreach,20,missing_priority,Add UK meal prep tracker
LeanBox,/reviews/leanbox/,/go/leanbox/,Ireland,prepared meals,,direct partnership outreach,20,tracked,Verify official URL and service area
Love Yourself,/reviews/love-yourself/,/go/love-yourself/,UK,prepared meals,https://loveyourself.co.uk/,direct partnership outreach,20,missing_priority,Add weight-loss meal prep UK
Meals on Me Pro,/reviews/meals-on-me-pro/,/go/meals-on-me-pro/,UAE,high protein meal prep,https://hellomealsonme.com/,direct partnership outreach,20,brand_variant,Avoid duplicate affiliate claim; use for high-protein internal categorization
Meels,/reviews/meels/,/go/meels/,Canada,prepared meals,,direct partnership outreach,20,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
My Foodie Box,/reviews/my-foodie-box/,/go/my-foodie-box/,Australia,meal kit,,direct partnership outreach,20,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Nonna Tonda,/reviews/nonna-tonda/,/go/nonna-tonda/,UK,fresh pasta subscription,https://nonnatonda.co.uk/,direct partnership outreach,20,missing_priority,Add pasta subscription alternative
Pepper Leaf,/reviews/pepper-leaf/,/go/pepper-leaf/,Australia,meal kit,https://www.pepperleaf.com.au/,direct partnership outreach,20,missing_priority,Add AU meal kit tracker
Popchef,/reviews/popchef/,/go/popchef/,France,prepared meals,https://www.popchef.com/,direct partnership outreach,20,b2b_or_catering_focus,Account for B2B/lunch search demand but avoid normal consumer recommendation
QuiteLike,/reviews/quitelike/,/go/quitelike/,Australia,meal kit,https://quitelike.com/,direct partnership outreach,20,missing_priority,Add AU meal kit tracker
Silver Cuisine,/reviews/silver-cuisine/,/go/silver-cuisine/,US,prepared meals,https://www.silvercuisine.com/,direct partnership outreach,20,missing_priority,Add senior meal delivery page
Sprinly,/reviews/sprinly/,/go/sprinly/,US,plant-based prepared meals,,direct partnership outreach,20,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Good Kitchen,/reviews/the-good-kitchen/,/go/the-good-kitchen/,US,prepared meals,https://www.thegoodkitchen.com/,direct partnership outreach,20,missing_priority,Check current operations and affiliate
EatTasty,/reviews/eattasty/,/go/eattasty/,Portugal,prepared meals,https://www.eattasty.pt/,verify before monetization,10,closed_or_inactive,"Create alternatives angle only, do not recommend as active"
HelloFresh Italy,/reviews/hellofresh-italy/,/go/hellofresh-italy/,italy,meal kit,https://www.hellofreshgroup.com/,verify before monetization,10,not_active_market_exit,Do not recommend as active; route users to current Italy alternatives
HelloFresh Spain,/reviews/hellofresh-spain/,/go/hellofresh-spain/,spain,meal kit,https://www.hellofreshgroup.com/,verify before monetization,10,not_active_market_exit,Do not recommend as active; route users to current Spain alternatives
518 Kitchen,/reviews/518-kitchen/,/go/518-kitchen/,US,specialty prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Activate Foods,/reviews/activate-foods/,/go/activate-foods/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Athletes Kitchen Toronto,/reviews/athletes-kitchen-toronto/,/go/athletes-kitchen-toronto/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Aussie Meal Prep,/reviews/aussie-meal-prep/,/go/aussie-meal-prep/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Balance Meals,/reviews/balance-meals/,/go/balance-meals/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
BOL Foods,/reviews/bol-foods/,/go/bol-foods/,UK,ready meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Bondi Meal Prep,/reviews/bondi-meal-prep/,/go/bondi-meal-prep/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Brisbane Meal Prep,/reviews/brisbane-meal-prep/,/go/brisbane-meal-prep/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Chef Made Meals Australia,/reviews/chef-made-meals-australia/,/go/chef-made-meals-australia/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Chef Meals Australia,/reviews/chef-meals-australia/,/go/chef-meals-australia/,Australia,prepared meals,,direct partnership outreach,5,tracked,Verify official URL and active status
Chefs for Foodies,/reviews/chefs-for-foodies/,/go/chefs-for-foodies/,UK,chef-led kits,https://chefsforfoodies.com/,direct partnership outreach,5,tracked,Track for long-tail UK pages
Chefs Plate Market,/reviews/chefs-plate-market/,/go/chefs-plate-market/,Canada,meal kit add-ons,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Clean Creations,/reviews/clean-creations/,/go/clean-creations/,US,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Clean Eats Canada,/reviews/clean-eats-canada/,/go/clean-eats-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Clean Eats Ireland,/reviews/clean-eats-ireland/,/go/clean-eats-ireland/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Cork Meal Prep,/reviews/cork-meal-prep/,/go/cork-meal-prep/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Dinner Sorted,/reviews/dinner-sorted/,/go/dinner-sorted/,Australia,meal kit,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Dublin Meal Prep,/reviews/dublin-meal-prep/,/go/dublin-meal-prep/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Dublin Meat Company Ready Meals,/reviews/dublin-meat-company-ready-meals/,/go/dublin-meat-company-ready-meals/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Eat Clean Meal Prep UK,/reviews/eat-clean-meal-prep-uk/,/go/eat-clean-meal-prep-uk/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Evolve Paleo Chef,/reviews/evolve-paleo-chef/,/go/evolve-paleo-chef/,US,specialty prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Farmhouse Meals Ireland,/reviews/farmhouse-meals-ireland/,/go/farmhouse-meals-ireland/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fit Food Canada,/reviews/fit-food-canada/,/go/fit-food-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fit Food Dublin,/reviews/fit-food-dublin/,/go/fit-food-dublin/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fit Food Perth,/reviews/fit-food-perth/,/go/fit-food-perth/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fit Fuel UK,/reviews/fit-fuel-uk/,/go/fit-fuel-uk/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fit Kitchen UK,/reviews/fit-kitchen-uk/,/go/fit-kitchen-uk/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fit Meals Australia,/reviews/fit-meals-australia/,/go/fit-meals-australia/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Food4Fitness Australia,/reviews/food4fitness-australia/,/go/food4fitness-australia/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fresh City Farms Meal Kits,/reviews/fresh-city-farms-meal-kits/,/go/fresh-city-farms-meal-kits/,Canada,meal kit,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fresh in your Fridge,/reviews/fresh-in-your-fridge/,/go/fresh-in-your-fridge/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fresh Meals 2 U,/reviews/fresh-meals-2-u/,/go/fresh-meals-2-u/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Freshii Ireland Meal Boxes,/reviews/freshii-ireland-meal-boxes/,/go/freshii-ireland-meal-boxes/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Freshly Prepared UK,/reviews/freshly-prepared-uk/,/go/freshly-prepared-uk/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
FreshlyFit,/reviews/freshlyfit/,/go/freshlyfit/,US,prepared meals,,direct partnership outreach,5,candidate_watchlist,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fuel Food Ireland,/reviews/fuel-food-ireland/,/go/fuel-food-ireland/,Ireland,prepared meals,,direct partnership outreach,5,tracked,Verify official URL and active status
Fuel Meals Canada,/reviews/fuel-meals-canada/,/go/fuel-meals-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Fuel Station,/reviews/fuel-station/,/go/fuel-station/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Galway Meal Prep,/reviews/galway-meal-prep/,/go/galway-meal-prep/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Gold Coast Meal Prep,/reviews/gold-coast-meal-prep/,/go/gold-coast-meal-prep/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Gusto Organic,/reviews/gusto-organic/,/go/gusto-organic/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Gym Food UK,/reviews/gym-food-uk/,/go/gym-food-uk/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Healthy Alternative Canada,/reviews/healthy-alternative-canada/,/go/healthy-alternative-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Healthy Kitchen Ireland,/reviews/healthy-kitchen-ireland/,/go/healthy-kitchen-ireland/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Healthy Meals Australia,/reviews/healthy-meals-australia/,/go/healthy-meals-australia/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Healthy Meals Supreme,/reviews/healthy-meals-supreme/,/go/healthy-meals-supreme/,US,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
HelloFresh Market Australia,/reviews/hellofresh-market-australia/,/go/hellofresh-market-australia/,Australia,prepared add-ons,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
HelloFresh Market Canada,/reviews/hellofresh-market-canada/,/go/hellofresh-market-canada/,Canada,meal kit add-ons,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Imperfect Foods,/reviews/imperfect-foods/,/go/imperfect-foods/,US,grocery dinner delivery,https://www.imperfectfoods.com/,direct partnership outreach,5,brand_family_route,Account for alternatives intent and route toward Misfits Market
itsu Grocery Meals,/reviews/itsu-grocery-meals/,/go/itsu-grocery-meals/,UK,ready meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Jenny Craig Australia,/reviews/jenny-craig-australia/,/go/jenny-craig-australia/,Australia,diet meals,,direct partnership outreach,5,candidate_watchlist,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Jet Fuel Meals,/reviews/jet-fuel-meals/,/go/jet-fuel-meals/,US,fitness prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Just Meats,/reviews/just-meats/,/go/just-meats/,US,protein meal delivery,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Kitchen to Kitchen,/reviews/kitchen-to-kitchen/,/go/kitchen-to-kitchen/,US,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
London Meal Prep,/reviews/london-meal-prep/,/go/london-meal-prep/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Macro Food Co,/reviews/macro-food-co/,/go/macro-food-co/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Macro Meals Australia,/reviews/macro-meals-australia/,/go/macro-meals-australia/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Macro Meals Canada,/reviews/macro-meals-canada/,/go/macro-meals-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Macro Meals Ireland,/reviews/macro-meals-ireland/,/go/macro-meals-ireland/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Macro Meals UK,/reviews/macro-meals-uk/,/go/macro-meals-uk/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Manchester Meal Prep,/reviews/manchester-meal-prep/,/go/manchester-meal-prep/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Marley Spoon Market Australia,/reviews/marley-spoon-market-australia/,/go/marley-spoon-market-australia/,Australia,prepared add-ons,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Meal Machine,/reviews/meal-machine/,/go/meal-machine/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Meal Prep Calgary,/reviews/meal-prep-calgary/,/go/meal-prep-calgary/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Meal Prep Edmonton,/reviews/meal-prep-edmonton/,/go/meal-prep-edmonton/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Meal Prep Montreal,/reviews/meal-prep-montreal/,/go/meal-prep-montreal/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Meal Prep on Fleek,/reviews/meal-prep-on-fleek/,/go/meal-prep-on-fleek/,US,meal prep marketplace,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Meal Prep Toronto,/reviews/meal-prep-toronto/,/go/meal-prep-toronto/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Meal Prep Vancouver,/reviews/meal-prep-vancouver/,/go/meal-prep-vancouver/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Meals on Wheels Australia,/reviews/meals-on-wheels-australia/,/go/meals-on-wheels-australia/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Meals4Health,/reviews/meals4health/,/go/meals4health/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Melbourne Meal Prep,/reviews/melbourne-meal-prep/,/go/melbourne-meal-prep/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Montreal Meal Prep,/reviews/montreal-meal-prep/,/go/montreal-meal-prep/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Muscle Meals UK,/reviews/muscle-meals-uk/,/go/muscle-meals-uk/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
My Muscle Chef Everyday,/reviews/my-muscle-chef-everyday/,/go/my-muscle-chef-everyday/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
My Prep Australia,/reviews/my-prep-australia/,/go/my-prep-australia/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
My Supper Hero,/reviews/my-supper-hero/,/go/my-supper-hero/,UK,meal kit,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
No1 Food Prep,/reviews/no1-food-prep/,/go/no1-food-prep/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Nourish Fit Food,/reviews/nourish-fit-food/,/go/nourish-fit-food/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Nutribombz Meal Prep,/reviews/nutribombz-meal-prep/,/go/nutribombz-meal-prep/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Nutrition Station Meals,/reviews/nutrition-station-meals/,/go/nutrition-station-meals/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Omaha Steaks Prepared Meals,/reviews/omaha-steaks-prepared-meals/,/go/omaha-steaks-prepared-meals/,US,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Origin Meals,/reviews/origin-meals/,/go/origin-meals/,US,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Perfectly Fresh,/reviews/perfectly-fresh/,/go/perfectly-fresh/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Perth Meal Prep,/reviews/perth-meal-prep/,/go/perth-meal-prep/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Plant Based Meals Australia,/reviews/plant-based-meals-australia/,/go/plant-based-meals-australia/,Australia,plant-based prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Power Plate Canada,/reviews/power-plate-canada/,/go/power-plate-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Power Prep Meals,/reviews/power-prep-meals/,/go/power-prep-meals/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Prep House Australia,/reviews/prep-house-australia/,/go/prep-house-australia/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Prep Perfect,/reviews/prep-perfect/,/go/prep-perfect/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Prepd Canada,/reviews/prepd-canada/,/go/prepd-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Prepped by Brek,/reviews/prepped-by-brek/,/go/prepped-by-brek/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Prepped Pots,/reviews/prepped-pots/,/go/prepped-pots/,US,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Prepped Pots UK,/reviews/prepped-pots-uk/,/go/prepped-pots-uk/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Protein Chefs Toronto,/reviews/protein-chefs-toronto/,/go/protein-chefs-toronto/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Protein Prep Ireland,/reviews/protein-prep-ireland/,/go/protein-prep-ireland/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Raised Real,/reviews/raised-real/,/go/raised-real/,US,kids meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ready Chef Ireland,/reviews/ready-chef-ireland/,/go/ready-chef-ireland/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Root Kitchen,/reviews/root-kitchen/,/go/root-kitchen/,UK,plant-based prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
