"brand","slug","go_route","go_route_exists","review_route","review_route_exists","source_rows","countries","categories","affiliate_program_target","tracking_url_status","cash_route_status","next_money_action","source_next_action"
"Seattle Sutton's Healthy Eating","seattle-sutton-s-healthy-eating","/go/seattle-sutton-s-healthy-eating/","yes","/reviews/seattle-sutton-s-healthy-eating/","yes","1","US","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote from candidate to active US diet prepared meal pages"
"Seazon","seazon","/go/seazon/","yes","/reviews/seazon/","yes","1","France","prepared meals","needs_research","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Research affiliate or direct partner path after domain is live."
"SecondChef","secondchef","/go/secondchef/","yes","/reviews/secondchef/","yes","1","Italy","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add with delivery-area caveat"
"Serenity Kids","serenity-kids","/go/serenity-kids/","yes","/reviews/serenity-kids/","yes","1","US","kids and baby meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote from candidate to baby food subscription pages"
"Shef","shef","/go/shef/","yes","/reviews/shef/","yes","1","US","local chef prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to local chef and homemade prepared meal pages"
"Siete Foods","siete-foods","/go/siete-foods/","yes","/reviews/siete-foods/","yes","1","US","grocery dinner helpers","retail affiliate","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to grocery dinner helper pages"
"Silver Cuisine","silver-cuisine","/go/silver-cuisine/","yes","/reviews/silver-cuisine/","yes","1","US","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add senior meal delivery page"
"Simmer Eats","simmer-eats","/go/simmer-eats/","yes","/reviews/simmer-eats/","yes","1","UK","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify menu/coverage and include as challenger"
"Simply You Box","simply-you-box","/go/simply-you-box/","yes","/reviews/simply-you-box/","yes","1","belgium","retail meal kit","not ready; verify active status","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Account for search demand but do not recommend until active status is confirmed"
"SimplyCook","simplycook","/go/simplycook/","yes","/reviews/simplycook/","yes","1","UK","recipe kit","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to UK cheap recipe-kit and grocery-dinner pages"
"Skagenfood","skagenfood","/go/skagenfood/","yes","/reviews/skagenfood/","yes","1","Denmark","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Denmark seafood and meal-kit pages"
"Smart Meals","smart-meals","/go/smart-meals/","yes","/reviews/smart-meals/","yes","1","Netherlands","fitness prepared meals","needs_research","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Research affiliate or direct partner path after domain is live."
"Smart Meals PH","smart-meals-ph","/go/smart-meals-ph/","yes","/reviews/smart-meals-ph/","yes","1","Philippines","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Philippines diet meal candidate pages"
"SmartFOOD Estonia","smartfood-estonia","/go/smartfood-estonia/","yes","/reviews/smartfood-estonia/","yes","1","Estonia","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Estonia boxed diet pages"
"Smartfood Hungary","smartfood-hungary","/go/smartfood-hungary/","yes","/reviews/smartfood-hungary/","yes","1","Hungary","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Hungary boxed diet alternatives"
"Smartmat","smartmat","/go/smartmat/","yes","/reviews/smartmat/","yes","1","Belgium","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Belgium meal-kit challenger pages"
"SmoothieBox","smoothiebox","/go/smoothiebox/","yes","/reviews/smoothiebox/","yes","1","US","smoothie delivery","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Snap Kitchen","snap-kitchen","/go/snap-kitchen/","yes","/reviews/snap-kitchen/","yes","1","US","prepared meals","direct partnership after route check","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add with app-route and regional footprint caveat"
"Soulara","soulara","/go/soulara/","yes","/reviews/soulara/","yes","1","Australia","plant-based prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use as AU vegan prepared-meal anchor"
"Soulara Active","soulara-active","/go/soulara-active/","yes","/reviews/soulara-active/","yes","1","Australia","plant-based prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Soylent","soylent","/go/soylent/","yes","/reviews/soylent/","yes","1","US","complete nutrition meal replacement","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to US complete meal replacement comparisons"
"Soylent Complete Protein","soylent-complete-protein","/go/soylent-complete-protein/","yes","/reviews/soylent-complete-protein/","yes","1","US","complete nutrition meal replacement","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as Soylent product-route variant for complete nutrition searches"
"Spatula Foods","spatula-foods","/go/spatula-foods/","yes","/reviews/spatula-foods/","yes","1","Canada","frozen meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote to Canada frozen prepared meal pages"
"Splendid Spoon","splendid-spoon","/go/splendid-spoon/","yes","/reviews/splendid-spoon/","yes","1","US","prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to vegan, smoothie, and prepared meal pages"
"Sprink","sprink","/go/sprink/","yes","/reviews/sprink/","yes","1","India","meal subscription","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as India daily meal subscription anchor"
"Sprinly","sprinly","/go/sprinly/","yes","/reviews/sprinly/","yes","1","US","plant-based prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Spud","spud","/go/spud/","yes","/reviews/spud/","yes","1","Canada","grocery dinner delivery","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Normalize Canada SPUD route capitalization and add to grocery dinner pages"
"Square Baby","square-baby","/go/square-baby/","yes","/reviews/square-baby/","yes","1","US","baby meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"STOCKED","stocked","/go/stocked/","yes","/reviews/stocked/","yes","1","UK","frozen prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to UK frozen ready-meal pages"
"Stouffer's","stouffer-s","/go/stouffer-s/","yes","/reviews/stouffer-s/","yes","1","US","comfort frozen meals","retail affiliate","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote candidate to active grocery frozen meal coverage"
"Stouffer's Delivery / Marketplace","stouffer-s-delivery-marketplace","/go/stouffer-s-delivery-marketplace/","yes","/reviews/stouffer-s-delivery-marketplace/","yes","1","US","frozen meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Sunbasket","sunbasket","/go/sunbasket/","yes","/reviews/sunbasket/","yes","1","US","meal kit and prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote from watchlist to active route-ready coverage"
"SuperMenu","supermenu","/go/supermenu/","yes","/reviews/supermenu/","yes","1","poland","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as celebrity-led diet catering challenger"
"SupperWorks Meals for One","supperworks-meals-for-one","/go/supperworks-meals-for-one/","yes","/reviews/supperworks-meals-for-one/","yes","1","Canada","frozen prepared meals","not ready","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Account for alternatives demand only; do not recommend as active until ordering route is proven"
"Sweet Earth","sweet-earth","/go/sweet-earth/","yes","/reviews/sweet-earth/","yes","1","US","frozen plant-based meals","retail affiliate","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to vegan and plant-based grocery dinner pages"
"SwoleFoods","swolefoods","/go/swolefoods/","yes","/reviews/swolefoods/","yes","1","New Zealand","fitness prepared meals","needs_research","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Research affiliate or direct gym/fitness partnership path."
"Sydney Meal Prep","sydney-meal-prep","/go/sydney-meal-prep/","yes","/reviews/sydney-meal-prep/","yes","1","Australia","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Table & Twine","table-and-twine","/go/table-and-twine/","yes","/reviews/table-and-twine/","yes","1","US","restaurant prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to regional restaurant prepared meal pages with route caveat"
"Take Eat Easy Spain","take-eat-easy-spain","/go/take-eat-easy-spain/","yes","/reviews/take-eat-easy-spain/","yes","1","Spain","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add with route check caveat"
"Tappers","tappers","/go/tappers/","yes","/reviews/tappers/","yes","1","Spain","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Spain prepared meal challenger pages"
"TasteBox","tastebox","/go/tastebox/","yes","/reviews/tastebox/","yes","1","south-africa","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to South Africa meal-kit challenger list"
"Tastily","tastily","/go/tastily/","yes","/reviews/tastily/","yes","1","UK","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote from watchlist with ordering-path caveat"
"Tasty Bite","tasty-bite","/go/tasty-bite/","yes","/reviews/tasty-bite/","yes","1","US","shelf-stable meals","retail affiliate","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to shelf-stable, Indian, vegetarian, and pantry dinner pages"
"Tasty Bite Protein Bowls","tasty-bite-protein-bowls","/go/tasty-bite-protein-bowls/","yes","/reviews/tasty-bite-protein-bowls/","yes","1","US","shelf-stable meals","retail affiliate","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add product-route variant for ready-to-eat bowl searches"
"Tasty9","tasty9","/go/tasty9/","yes","/reviews/tasty9/","yes","1","South Korea","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Korea prepared meal challenger pages"
"TastyTable FOOD","tastytable-food","/go/tastytable-food/","yes","/reviews/tastytable-food/","yes","1","Japan","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Japan premium meal-kit challenger pages"
"Teletál","telet-l","/go/telet-l/","yes","/reviews/telet-l/","yes","1","Hungary","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Hungary prepared meal pages"
"Tempo by Home Chef","tempo-by-home-chef","/go/tempo-by-home-chef/","yes","/reviews/tempo-by-home-chef/","yes","1","US","prepared meals","yes","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as Home Chef prepared-meal brand family route"
"Tender Loving Cuisine","tender-loving-cuisine","/go/tender-loving-cuisine/","yes","/reviews/tender-loving-cuisine/","yes","1","Australia","senior and diet meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to AU seniors and special-diet pages"
"Territory Foods","territory-foods","/go/territory-foods/","yes","/reviews/territory-foods/","yes","1","US","prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use for diet-filtered prepared-meal comparisons and verify delivery footprint"
"The Cookaway","the-cookaway","/go/the-cookaway/","yes","/reviews/the-cookaway/","yes","1","UK","premium meal kit","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote from missing priority to active premium meal-kit coverage"
"The Cumin Club","the-cumin-club","/go/the-cumin-club/","yes","/reviews/the-cumin-club/","yes","1","US","shelf-stable meal kit","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to shelf-stable, vegetarian, Indian meal kit, and student dinner pages"
"The Daily Cut","the-daily-cut","/go/the-daily-cut/","yes","/reviews/the-daily-cut/","yes","1","Singapore","prepared meals","direct partnership after meal-plan fit check","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Singapore healthy prepared-meal alternatives with delivery-route caveat"
"The Dinner Ladies","the-dinner-ladies","/go/the-dinner-ladies/","yes","/reviews/the-dinner-ladies/","yes","1","Australia","frozen family meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to AU family frozen-meal pages"
"The Fitness Fridge","the-fitness-fridge","/go/the-fitness-fridge/","yes","/reviews/the-fitness-fridge/","yes","1","UK","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"The Good Chef Ireland","the-good-chef-ireland","/go/the-good-chef-ireland/","yes","/reviews/the-good-chef-ireland/","yes","1","Ireland","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"The Good Food Co","the-good-food-co","/go/the-good-food-co/","yes","/reviews/the-good-food-co/","yes","1","Ireland","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL and consumer delivery fit"
"The Good Food Co Ireland","the-good-food-co-ireland","/go/the-good-food-co-ireland/","yes","/reviews/the-good-food-co-ireland/","yes","1","Ireland","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"The Good Kitchen","the-good-kitchen","/go/the-good-kitchen/","yes","/reviews/the-good-kitchen/","yes","1","US","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Check current operations and affiliate"
"The Good Kitchen Canada","the-good-kitchen-canada","/go/the-good-kitchen-canada/","yes","/reviews/the-good-kitchen-canada/","yes","1","Canada","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"The Good Meal Co","the-good-meal-co","/go/the-good-meal-co/","yes","/reviews/the-good-meal-co/","yes","1","Australia","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to AU prepared-meal challenger pages"
"The Good Prep","the-good-prep","/go/the-good-prep/","yes","/reviews/the-good-prep/","yes","1","UK","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote to UK athlete and premium meal-prep comparisons"
"The Good Prep Ireland","the-good-prep-ireland","/go/the-good-prep-ireland/","yes","/reviews/the-good-prep-ireland/","yes","1","Ireland","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Ireland prepared meal challenger pages"
"The Handmade Chef Meal Prep Co","the-handmade-chef-meal-prep-co","/go/the-handmade-chef-meal-prep-co/","yes","/reviews/the-handmade-chef-meal-prep-co/","yes","1","US","high protein meal prep","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to San Diego clean meal-prep alternatives"
"The Hearty Grub","the-hearty-grub","/go/the-hearty-grub/","yes","/reviews/the-hearty-grub/","yes","1","Philippines","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as Philippines healthy meal-plan anchor with coverage-area caveat"
"The Kai Box","the-kai-box","/go/the-kai-box/","yes","/reviews/the-kai-box/","yes","1","New Zealand","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to New Zealand meal-kit challenger pages"
"The Meal Prep Co","the-meal-prep-co","/go/the-meal-prep-co/","yes","/reviews/the-meal-prep-co/","yes","1","UK","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"The Meal Prep Co Canada","the-meal-prep-co-canada","/go/the-meal-prep-co-canada/","yes","/reviews/the-meal-prep-co-canada/","yes","1","Canada","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"The Meal Prep Company Ireland","the-meal-prep-company-ireland","/go/the-meal-prep-company-ireland/","yes","/reviews/the-meal-prep-company-ireland/","yes","1","Ireland","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"The Meal Prep Market","the-meal-prep-market","/go/the-meal-prep-market/","yes","/reviews/the-meal-prep-market/","yes","1","UK","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"The Meal Prep Shop Australia","the-meal-prep-shop-australia","/go/the-meal-prep-shop-australia/","yes","/reviews/the-meal-prep-shop-australia/","yes","1","Australia","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"The Protein Kitchen","the-protein-kitchen","/go/the-protein-kitchen/","yes","/reviews/the-protein-kitchen/","yes","1","uae","high protein meal prep","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify current menu and add to high-protein challenger pages"
"The Pure Package","the-pure-package","/go/the-pure-package/","yes","/reviews/the-pure-package/","yes","1","UK","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to UK diet prepared meal and premium wellness pages"
"The Six Pack Chef","the-six-pack-chef","/go/the-six-pack-chef/","yes","/reviews/the-six-pack-chef/","yes","1","Philippines","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as Philippines healthy meal-plan anchor"
"The St Food Co","the-st-food-co","/go/the-st-food-co/","yes","/reviews/the-st-food-co/","yes","1","Australia","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"TheMeal UAE","themeal-uae","/go/themeal-uae/","yes","/reviews/themeal-uae/","yes","1","UAE","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to UAE budget and monthly meal-plan alternatives"
"Thistle","thistle","/go/thistle/","yes","/reviews/thistle/","yes","1","US","prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use for US premium healthy prepared-meal and high-protein pages"
"THR1VE","thr1ve","/go/thr1ve/","yes","/reviews/thr1ve/","yes","1","Australia","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to AU healthy prepared meal pages"
"Thrive Market","thrive-market","/go/thrive-market/","yes","/reviews/thrive-market/","yes","1","US","grocery dinner delivery","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to grocery dinner and healthy pantry pages"
"Tiny Organics","tiny-organics","/go/tiny-organics/","yes","/reviews/tiny-organics/","yes","1","US","baby and toddler meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to baby/toddler meal pages"
"Top Chef Meals","top-chef-meals","/go/top-chef-meals/","yes","/reviews/top-chef-meals/","yes","1","US","frozen prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to frozen prepared meal, senior, and no-subscription pages"
"Toronto Meal Prep Shop","toronto-meal-prep-shop","/go/toronto-meal-prep-shop/","yes","/reviews/toronto-meal-prep-shop/","yes","1","Canada","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Tovala","tovala","/go/tovala/","yes","/reviews/tovala/","yes","1","US","smart oven meal delivery","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to appliance-assisted meal delivery and low-prep dinner pages"
"Trifecta","trifecta","/go/trifecta/","yes","/reviews/trifecta/","yes","1","US","fitness prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote to US high-protein anchor and apply after domain is live"
"True Dose Mexico","true-dose-mexico","/go/true-dose-mexico/","yes","/reviews/true-dose-mexico/","yes","1","Mexico","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Mexico prepared meal alternatives"
"truLOCAL","trulocal","/go/trulocal/","yes","/reviews/trulocal/","yes","1","Canada","protein box","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Truly Good Foods","truly-good-foods","/go/truly-good-foods/","yes","/reviews/truly-good-foods/","yes","1","US","snack and pantry box","direct partnership after consumer fit check","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add only to pantry/snack box adjacent pages"
"Tsukurioki.jp","tsukurioki-jp","/go/tsukurioki-jp/","yes","/reviews/tsukurioki-jp/","yes","1","Japan","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Japan family prepared meal pages"
"Tucker Fresh","tucker-fresh","/go/tucker-fresh/","yes","/reviews/tucker-fresh/","yes","1","Australia","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify direct meal delivery fit"
"Tweakd","tweakd","/go/tweakd/","yes","/reviews/tweakd/","yes","1","UK","performance prepared meals","direct partnership after checkout check","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add with active checkout caveat"
"UCOOK","ucook","/go/ucook/","yes","/reviews/ucook/","yes","1","south-africa","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Lead South Africa meal-kit comparison and outreach"
"Uitgekookt","uitgekookt","/go/uitgekookt/","yes","/reviews/uitgekookt/","yes","1","Netherlands","prepared meals","needs_research","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Research affiliate or direct partner path after domain is live."
"Urban AIP","urban-aip","/go/urban-aip/","yes","/reviews/urban-aip/","yes","1","US","medical diet meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to AIP, paleo, medical diet, and special-diet pages"
"Urban Crunch Meal","urban-crunch-meal","/go/urban-crunch-meal/","yes","/reviews/urban-crunch-meal/","yes","1","US","high protein meal prep","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to LA high-protein meal-prep alternatives"
"Vancouver Meal Prep","vancouver-meal-prep","/go/vancouver-meal-prep/","yes","/reviews/vancouver-meal-prep/","yes","1","Canada","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Veestro","veestro","/go/veestro/","yes","/reviews/veestro/","yes","1","US","plant-based prepared meals","not ready","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Do not recommend until active operations are proven"
"Vegan Kind Meal Boxes","vegan-kind-meal-boxes","/go/vegan-kind-meal-boxes/","yes","/reviews/vegan-kind-meal-boxes/","yes","1","UK","plant-based meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Vegan Masters","vegan-masters","/go/vegan-masters/","yes","/reviews/vegan-masters/","yes","1","Netherlands","frozen plant-based meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Netherlands vegan prepared-meal pages"
"Vegan Meal Prep Canada","vegan-meal-prep-canada","/go/vegan-meal-prep-canada/","yes","/reviews/vegan-meal-prep-canada/","yes","1","Canada","plant-based prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
