country,country_slug,category_cluster,brand_a,brand_b,winner,url,status
Ireland,ireland,prepared meal delivery,NutriQuick,Dublin Meal Prep,NutriQuick,/vs/nutriquick-vs-dublin-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Dublin Meat Company Ready Meals,NutriQuick,/vs/nutriquick-vs-dublin-meat-company-ready-meals-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Farmhouse Meals Ireland,NutriQuick,/vs/nutriquick-vs-farmhouse-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Fit Food Dublin,NutriQuick,/vs/nutriquick-vs-fit-food-dublin-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Fit Foods Ireland,NutriQuick,/vs/nutriquick-vs-fit-foods-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Freshii Ireland Meal Boxes,NutriQuick,/vs/nutriquick-vs-freshii-ireland-meal-boxes-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Fuel Food Ireland,NutriQuick,/vs/nutriquick-vs-fuel-food-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Galway Meal Prep,NutriQuick,/vs/nutriquick-vs-galway-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Healthy Kitchen Ireland,NutriQuick,/vs/nutriquick-vs-healthy-kitchen-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,LeanBox,NutriQuick,/vs/nutriquick-vs-leanbox-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Macro Meals Ireland,NutriQuick,/vs/nutriquick-vs-macro-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Meals4Health,NutriQuick,/vs/nutriquick-vs-meals4health-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Protein Prep Ireland,NutriQuick,/vs/nutriquick-vs-protein-prep-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,NutriQuick,Ready Chef Ireland,NutriQuick,/vs/nutriquick-vs-ready-chef-ireland-ireland-prepared-meal-delivery/,generated
Hong Kong,hong-kong,prepared meal delivery,Nutrition Kitchen Hong Kong,Bain Marie,Nutrition Kitchen Hong Kong,/vs/nutrition-kitchen-hong-kong-vs-bain-marie-hong-kong-prepared-meal-delivery/,generated
Hong Kong,hong-kong,prepared meal delivery,Nutrition Kitchen Hong Kong,Cali-Mex,Nutrition Kitchen Hong Kong,/vs/nutrition-kitchen-hong-kong-vs-cali-mex-hong-kong-prepared-meal-delivery/,generated
Hong Kong,hong-kong,prepared meal delivery,Nutrition Kitchen Hong Kong,Fete Up,Nutrition Kitchen Hong Kong,/vs/nutrition-kitchen-hong-kong-vs-fete-up-hong-kong-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Nutrition Kitchen UAE,TheMeal UAE,Nutrition Kitchen UAE,/vs/nutrition-kitchen-uae-vs-themeal-uae-uae-prepared-meal-delivery/,generated
Hong Kong,hong-kong,prepared meal delivery,Nutrition Kitchen,Bain Marie,Nutrition Kitchen,/vs/nutrition-kitchen-vs-bain-marie-hong-kong-prepared-meal-delivery/,generated
Hong Kong,hong-kong,prepared meal delivery,Nutrition Kitchen,Cali-Mex,Nutrition Kitchen,/vs/nutrition-kitchen-vs-cali-mex-hong-kong-prepared-meal-delivery/,generated
Hong Kong,hong-kong,prepared meal delivery,Nutrition Kitchen,Eatology,Nutrition Kitchen,/vs/nutrition-kitchen-vs-eatology-hong-kong-prepared-meal-delivery/,generated
Hong Kong,hong-kong,prepared meal delivery,Nutrition Kitchen,Fete Up,Nutrition Kitchen,/vs/nutrition-kitchen-vs-fete-up-hong-kong-prepared-meal-delivery/,generated
Hong Kong,hong-kong,prepared meal delivery,Nutrition Kitchen,Fittery,Nutrition Kitchen,/vs/nutrition-kitchen-vs-fittery-hong-kong-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Nutrition Kitchen,Freshkitchen Meals,Nutrition Kitchen,/vs/nutrition-kitchen-vs-freshkitchen-meals-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Nutrition Kitchen,Green Kitchen SG,Nutrition Kitchen,/vs/nutrition-kitchen-vs-green-kitchen-sg-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Nutrition Kitchen,Healthfull,Nutrition Kitchen,/vs/nutrition-kitchen-vs-healthfull-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Nutrition Kitchen,Keto Eato,Nutrition Kitchen,/vs/nutrition-kitchen-vs-keto-eato-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Nutrition Kitchen,Ketomei,Nutrition Kitchen,/vs/nutrition-kitchen-vs-ketomei-singapore-prepared-meal-delivery/,generated
Hong Kong,hong-kong,prepared meal delivery,Nutrition Kitchen,Nutrition Kitchen Hong Kong,Nutrition Kitchen,/vs/nutrition-kitchen-vs-nutrition-kitchen-hong-kong-hong-kong-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Nutrition Kitchen,The Daily Cut,Nutrition Kitchen,/vs/nutrition-kitchen-vs-the-daily-cut-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Nutrition Kitchen,YoloFoods,Nutrition Kitchen,/vs/nutrition-kitchen-vs-yolofoods-singapore-prepared-meal-delivery/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Eat Macro Meals,Nutrition Solutions,/vs/nutrition-solutions-vs-eat-macro-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,EatFitz,Nutrition Solutions,/vs/nutrition-solutions-vs-eatfitz-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Fit Food Prep,Nutrition Solutions,/vs/nutrition-solutions-vs-fit-food-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Fit Fresh 417,Nutrition Solutions,/vs/nutrition-solutions-vs-fit-fresh-417-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Fit Kitchen Meal Prep,Nutrition Solutions,/vs/nutrition-solutions-vs-fit-kitchen-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Fit Meals 4U,Nutrition Solutions,/vs/nutrition-solutions-vs-fit-meals-4u-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Foodie Fit,Nutrition Solutions,/vs/nutrition-solutions-vs-foodie-fit-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Healthy And Fresh Meal Prep,Nutrition Solutions,/vs/nutrition-solutions-vs-healthy-and-fresh-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Instant Muscle Meals,Nutrition Solutions,/vs/nutrition-solutions-vs-instant-muscle-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Project LeanNation,Project LeanNation,/vs/nutrition-solutions-vs-project-leannation-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Nutrition Solutions,Vital Pursuit,Vital Pursuit,/vs/nutrition-solutions-vs-vital-pursuit-us-high-protein-meal-prep/,generated
Czech Republic,czech-republic,diet meal delivery,NutritionPro,Krabičková dieta Zdravě,NutritionPro,/vs/nutritionpro-vs-krabickova-dieta-zdrave-czech-republic-diet-meal-delivery/,generated
Czech Republic,czech-republic,diet meal delivery,NutritionPro,Popapej,Popapej,/vs/nutritionpro-vs-popapej-czech-republic-diet-meal-delivery/,generated
United Kingdom,uk,frozen meal delivery,Oakhouse Foods,allplants,Oakhouse Foods,/vs/oakhouse-foods-vs-allplants-uk-frozen-meal-delivery/,generated
United Kingdom,uk,frozen meal delivery,Oakhouse Foods,Apetito UK,Oakhouse Foods,/vs/oakhouse-foods-vs-apetito-uk-uk-frozen-meal-delivery/,generated
United Kingdom,uk,frozen meal delivery,Oakhouse Foods,Planty,Oakhouse Foods,/vs/oakhouse-foods-vs-planty-uk-frozen-meal-delivery/,generated
United Kingdom,uk,frozen meal delivery,Oakhouse Foods,STOCKED,Oakhouse Foods,/vs/oakhouse-foods-vs-stocked-uk-frozen-meal-delivery/,generated
United Kingdom,uk,frozen meal delivery,Oakhouse Foods,Wiltshire Farm Foods,Oakhouse Foods,/vs/oakhouse-foods-vs-wiltshire-farm-foods-uk-frozen-meal-delivery/,generated
Cyprus,cyprus,prepared meal delivery,Ofelimon,Milts Food,Ofelimon,/vs/ofelimon-vs-milts-food-cyprus-prepared-meal-delivery/,generated
Japan,japan,grocery dinner delivery,Oisix,Co-op Deli,Oisix,/vs/oisix-vs-co-op-deli-japan-grocery-dinner-delivery/,generated
Kenya,kenya,prepared meal delivery,Olive and Basil Kenya,Food Affair Kenya,Olive and Basil Kenya,/vs/olive-and-basil-kenya-vs-food-affair-kenya-kenya-prepared-meal-delivery/,generated
Kenya,kenya,prepared meal delivery,Olive and Basil Kenya,Kune Food,Olive and Basil Kenya,/vs/olive-and-basil-kenya-vs-kune-food-kenya-prepared-meal-delivery/,generated
United States,us,meal starter kits,Omsom,Bachan's,Omsom,/vs/omsom-vs-bachan-s-us-meal-starter-kits/,generated
United States,us,meal starter kits,Omsom,Brooklyn Delhi,Omsom,/vs/omsom-vs-brooklyn-delhi-us-meal-starter-kits/,generated
United States,us,meal starter kits,Omsom,Fly By Jing,Omsom,/vs/omsom-vs-fly-by-jing-us-meal-starter-kits/,generated
United States,us,meal starter kits,Omsom,Momofuku Goods,Omsom,/vs/omsom-vs-momofuku-goods-us-meal-starter-kits/,generated
United States,us,kids meal delivery,Once Upon a Farm,Raised Real,Once Upon a Farm,/vs/once-upon-a-farm-vs-raised-real-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Once Upon a Farm,Serenity Kids,Serenity Kids,/vs/once-upon-a-farm-vs-serenity-kids-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Once Upon a Farm,Yumble,Once Upon a Farm,/vs/once-upon-a-farm-vs-yumble-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Once Upon a Farm,Yumi,Once Upon a Farm,/vs/once-upon-a-farm-vs-yumi-us-kids-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Clean Eats Meal Prep,OPTAVIA,/vs/optavia-vs-clean-eats-meal-prep-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Fit & Fresh Meals,OPTAVIA,/vs/optavia-vs-fit-and-fresh-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Fresh Fit Meals,OPTAVIA,/vs/optavia-vs-fresh-fit-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Healthy Course Meals,OPTAVIA,/vs/optavia-vs-healthy-course-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Healthy For Life Meals,OPTAVIA,/vs/optavia-vs-healthy-for-life-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Healthy Meals Kitchen,OPTAVIA,/vs/optavia-vs-healthy-meals-kitchen-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Healthy Xpress,OPTAVIA,/vs/optavia-vs-healthy-xpress-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Hers Meal Replacement,OPTAVIA,/vs/optavia-vs-hers-meal-replacement-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Seattle Sutton's Healthy Eating,OPTAVIA,/vs/optavia-vs-seattle-sutton-s-healthy-eating-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,OPTAVIA,Urban AIP,OPTAVIA,/vs/optavia-vs-urban-aip-us-diet-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Essential Meal Delivery,OTR Meals,/vs/otr-meals-vs-essential-meal-delivery-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Ethey,OTR Meals,/vs/otr-meals-vs-ethey-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Ever Gourmet,OTR Meals,/vs/otr-meals-vs-ever-gourmet-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Fed Fed Fed,OTR Meals,/vs/otr-meals-vs-fed-fed-fed-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Fit Kitchen Canada,OTR Meals,/vs/otr-meals-vs-fit-kitchen-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Goodfood Ready-to-Eat,OTR Meals,/vs/otr-meals-vs-goodfood-ready-to-eat-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Honey Bee Meals,OTR Meals,/vs/otr-meals-vs-honey-bee-meals-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Inspired Go Alberta,OTR Meals,/vs/otr-meals-vs-inspired-go-alberta-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Inspired Go,OTR Meals,/vs/otr-meals-vs-inspired-go-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Meal Prep Ottawa,OTR Meals,/vs/otr-meals-vs-meal-prep-ottawa-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,MealFix Canada,OTR Meals,/vs/otr-meals-vs-mealfix-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,MealPro Canada,OTR Meals,/vs/otr-meals-vs-mealpro-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,My Chef Meal Prep,OTR Meals,/vs/otr-meals-vs-my-chef-meal-prep-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Revive Superfoods Canada,OTR Meals,/vs/otr-meals-vs-revive-superfoods-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,WeCook,WeCook,/vs/otr-meals-vs-wecook-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,OTR Meals,Yumba,OTR Meals,/vs/otr-meals-vs-yumba-canada-prepared-meal-delivery/,generated
United States,us,frozen meal delivery,P.F. Chang's Home Menu,Afia,P.F. Chang's Home Menu,/vs/p-f-chang-s-home-menu-vs-afia-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,P.F. Chang's Home Menu,Balanced Bites,P.F. Chang's Home Menu,/vs/p-f-chang-s-home-menu-vs-balanced-bites-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,P.F. Chang's Home Menu,Caulipower,P.F. Chang's Home Menu,/vs/p-f-chang-s-home-menu-vs-caulipower-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,P.F. Chang's Home Menu,Good Food Made Simple,P.F. Chang's Home Menu,/vs/p-f-chang-s-home-menu-vs-good-food-made-simple-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,P.F. Chang's Home Menu,Sweet Earth,Sweet Earth,/vs/p-f-chang-s-home-menu-vs-sweet-earth-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,P.F. Chang's Home Menu,Top Chef Meals,Top Chef Meals,/vs/p-f-chang-s-home-menu-vs-top-chef-meals-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,P.F. Chang's Home Menu,Wildgrain,Wildgrain,/vs/p-f-chang-s-home-menu-vs-wildgrain-us-frozen-meal-delivery/,generated
United Kingdom,uk,meal kits,Pasta Evangelists,Abel & Cole Recipe Boxes,Pasta Evangelists,/vs/pasta-evangelists-vs-abel-and-cole-recipe-boxes-uk-meal-kits/,generated
United Kingdom,uk,meal kits,Pasta Evangelists,Dishpatch,Pasta Evangelists,/vs/pasta-evangelists-vs-dishpatch-uk-meal-kits/,generated
United Kingdom,uk,meal kits,Pasta Evangelists,My Supper Hero,Pasta Evangelists,/vs/pasta-evangelists-vs-my-supper-hero-uk-meal-kits/,generated
United Kingdom,uk,meal kits,Pasta Evangelists,Planthood,Planthood,/vs/pasta-evangelists-vs-planthood-uk-meal-kits/,generated
United Kingdom,uk,meal kits,Pasta Evangelists,The Cookaway,The Cookaway,/vs/pasta-evangelists-vs-the-cookaway-uk-meal-kits/,generated
Australia,australia,meal kits,Pepper Leaf,Dinner Sorted,Pepper Leaf,/vs/pepper-leaf-vs-dinner-sorted-australia-meal-kits/,generated
Australia,australia,meal kits,Pepper Leaf,QuiteLike,QuiteLike,/vs/pepper-leaf-vs-quitelike-australia-meal-kits/,generated
Australia,australia,meal kits,Pepper Leaf,You Plate It,Pepper Leaf,/vs/pepper-leaf-vs-you-plate-it-australia-meal-kits/,generated
Spain,spain,prepared meal delivery,Phosh Food,NoCocinoMas,Phosh Food,/vs/phosh-food-vs-nococinomas-spain-prepared-meal-delivery/,generated
Spain,spain,prepared meal delivery,Phosh Food,Take Eat Easy Spain,Phosh Food,/vs/phosh-food-vs-take-eat-easy-spain-spain-prepared-meal-delivery/,generated
Spain,spain,prepared meal delivery,Phosh Food,Tappers,Tappers,/vs/phosh-food-vs-tappers-spain-prepared-meal-delivery/,generated
Philippines,philippines,diet meal delivery,Pickle.ph,Dear Diet,Pickle.ph,/vs/pickle-ph-vs-dear-diet-philippines-diet-meal-delivery/,generated
Philippines,philippines,diet meal delivery,Pickle.ph,Nuthera,Pickle.ph,/vs/pickle-ph-vs-nuthera-philippines-diet-meal-delivery/,generated
Philippines,philippines,diet meal delivery,Pickle.ph,Smart Meals PH,Pickle.ph,/vs/pickle-ph-vs-smart-meals-ph-philippines-diet-meal-delivery/,generated
Philippines,philippines,diet meal delivery,Pickle.ph,The Hearty Grub,Pickle.ph,/vs/pickle-ph-vs-the-hearty-grub-philippines-diet-meal-delivery/,generated
Philippines,philippines,diet meal delivery,Pickle.ph,The Six Pack Chef,Pickle.ph,/vs/pickle-ph-vs-the-six-pack-chef-philippines-diet-meal-delivery/,generated
Canada,canada,meal kits,Plant Prepped,Chefs Plate Market,Plant Prepped,/vs/plant-prepped-vs-chefs-plate-market-canada-meal-kits/,generated
Canada,canada,meal kits,Plant Prepped,Easy Platter,Plant Prepped,/vs/plant-prepped-vs-easy-platter-canada-meal-kits/,generated
Canada,canada,meal kits,Plant Prepped,Fresh City Farms Meal Kits,Plant Prepped,/vs/plant-prepped-vs-fresh-city-farms-meal-kits-canada-meal-kits/,generated
Canada,canada,meal kits,Plant Prepped,HelloFresh Market Canada,Plant Prepped,/vs/plant-prepped-vs-hellofresh-market-canada-canada-meal-kits/,generated
Canada,canada,meal kits,Plant Prepped,MissFresh,Plant Prepped,/vs/plant-prepped-vs-missfresh-canada-meal-kits/,generated
United Kingdom,uk,meal kits,Planthood,Abel & Cole Recipe Boxes,Planthood,/vs/planthood-vs-abel-and-cole-recipe-boxes-uk-meal-kits/,generated
United Kingdom,uk,meal kits,Planthood,Dishpatch,Planthood,/vs/planthood-vs-dishpatch-uk-meal-kits/,generated
United Kingdom,uk,meal kits,Planthood,My Supper Hero,Planthood,/vs/planthood-vs-my-supper-hero-uk-meal-kits/,generated
United Kingdom,uk,meal kits,Planthood,The Cookaway,Planthood,/vs/planthood-vs-the-cookaway-uk-meal-kits/,generated
United Kingdom,uk,frozen meal delivery,Planty,STOCKED,Planty,/vs/planty-vs-stocked-uk-frozen-meal-delivery/,generated
Czech Republic,czech-republic,diet meal delivery,Popapej,Krabičková dieta Zdravě,Popapej,/vs/popapej-vs-krabickova-dieta-zdrave-czech-republic-diet-meal-delivery/,generated
United States,us,protein box,Porter Road,Wild Pastures,Porter Road,/vs/porter-road-vs-wild-pastures-us-protein-box/,generated
United Kingdom,uk,prepared meal delivery,Potage,Lions Prep,Potage,/vs/potage-vs-lions-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Potage,Tweakd,Potage,/vs/potage-vs-tweakd-uk-prepared-meal-delivery/,generated
Canada,canada,high-protein meal prep,Power Kitchen Canada Toronto,Protein Chefs,Protein Chefs,/vs/power-kitchen-canada-toronto-vs-protein-chefs-canada-high-protein-meal-prep/,generated
Canada,canada,high-protein meal prep,Power Kitchen,Athletes Kitchen,Power Kitchen,/vs/power-kitchen-vs-athletes-kitchen-canada-high-protein-meal-prep/,generated
Canada,canada,high-protein meal prep,Power Kitchen,Power Kitchen Canada Toronto,Power Kitchen,/vs/power-kitchen-vs-power-kitchen-canada-toronto-canada-high-protein-meal-prep/,generated
Canada,canada,high-protein meal prep,Power Kitchen,Protein Chefs,Power Kitchen,/vs/power-kitchen-vs-protein-chefs-canada-high-protein-meal-prep/,generated
United Kingdom,uk,high-protein meal prep,Prep Kitchen,Athlete Kitchen UK,Prep Kitchen,/vs/prep-kitchen-vs-athlete-kitchen-uk-uk-high-protein-meal-prep/,generated
United Kingdom,uk,high-protein meal prep,Prep Kitchen,Diced Meal Prep,Prep Kitchen,/vs/prep-kitchen-vs-diced-meal-prep-uk-high-protein-meal-prep/,generated
United Kingdom,uk,high-protein meal prep,Prep Kitchen,Fuel Hub,Prep Kitchen,/vs/prep-kitchen-vs-fuel-hub-uk-high-protein-meal-prep/,generated
United Kingdom,uk,high-protein meal prep,Prep Kitchen,FuelHub,Prep Kitchen,/vs/prep-kitchen-vs-fuelhub-uk-high-protein-meal-prep/,generated
United Kingdom,uk,high-protein meal prep,Prep Kitchen,Muscle Meals 2 Go,Prep Kitchen,/vs/prep-kitchen-vs-muscle-meals-2-go-uk-high-protein-meal-prep/,generated
United Kingdom,uk,high-protein meal prep,Prep Kitchen,MuscleFood,Prep Kitchen,/vs/prep-kitchen-vs-musclefood-uk-high-protein-meal-prep/,generated
United Kingdom,uk,high-protein meal prep,Prep Kitchen,pREP UK,Prep Kitchen,/vs/prep-kitchen-vs-prep-uk-uk-high-protein-meal-prep/,generated
United Kingdom,uk,high-protein meal prep,pREP UK,Athlete Kitchen UK,pREP UK,/vs/prep-uk-vs-athlete-kitchen-uk-uk-high-protein-meal-prep/,generated
UAE,uae,high-protein meal prep,PrepHero,Meals on Me Pro,PrepHero,/vs/prephero-vs-meals-on-me-pro-uae-high-protein-meal-prep/,generated
UAE,uae,high-protein meal prep,PrepHero,The Protein Kitchen,PrepHero,/vs/prephero-vs-the-protein-kitchen-uae-high-protein-meal-prep/,generated
United Kingdom,uk,prepared meal delivery,PrepKing,All About The Cooks,PrepKing,/vs/prepking-vs-all-about-the-cooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,PrepKing,Cook My Grub,PrepKing,/vs/prepking-vs-cook-my-grub-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,PrepKing,Ginger & Lime,PrepKing,/vs/prepking-vs-ginger-and-lime-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,PrepKing,Lions Prep,PrepKing,/vs/prepking-vs-lions-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,PrepKing,Potage,PrepKing,/vs/prepking-vs-potage-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,PrepKing,Simmer Eats,PrepKing,/vs/prepking-vs-simmer-eats-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,PrepKing,Tweakd,PrepKing,/vs/prepking-vs-tweakd-uk-prepared-meal-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen Sauces,Imperfect Foods,Primal Kitchen Sauces,/vs/primal-kitchen-sauces-vs-imperfect-foods-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen Sauces,Siete Foods,Siete Foods,/vs/primal-kitchen-sauces-vs-siete-foods-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen,Diaspora Co.,Primal Kitchen,/vs/primal-kitchen-vs-diaspora-co-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen,FarmboxRx,Primal Kitchen,/vs/primal-kitchen-vs-farmboxrx-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen,Haven's Kitchen,Primal Kitchen,/vs/primal-kitchen-vs-haven-s-kitchen-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen,Imperfect Foods,Primal Kitchen,/vs/primal-kitchen-vs-imperfect-foods-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen,Little Sesame,Primal Kitchen,/vs/primal-kitchen-vs-little-sesame-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen,Primal Kitchen Sauces,Primal Kitchen,/vs/primal-kitchen-vs-primal-kitchen-sauces-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen,Siete Foods,Primal Kitchen,/vs/primal-kitchen-vs-siete-foods-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Primal Kitchen,Thrive Market,Thrive Market,/vs/primal-kitchen-vs-thrive-market-us-grocery-dinner-delivery/,generated
United States,us,high-protein meal prep,Project LeanNation,Eat Macro Meals,Project LeanNation,/vs/project-leannation-vs-eat-macro-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Project LeanNation,EatFitz,Project LeanNation,/vs/project-leannation-vs-eatfitz-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Project LeanNation,Fit Food Prep,Project LeanNation,/vs/project-leannation-vs-fit-food-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Project LeanNation,Fit Fresh 417,Project LeanNation,/vs/project-leannation-vs-fit-fresh-417-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Project LeanNation,Fit Kitchen Meal Prep,Project LeanNation,/vs/project-leannation-vs-fit-kitchen-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Project LeanNation,Fit Meals 4U,Project LeanNation,/vs/project-leannation-vs-fit-meals-4u-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Project LeanNation,Foodie Fit,Project LeanNation,/vs/project-leannation-vs-foodie-fit-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Project LeanNation,Healthy And Fresh Meal Prep,Project LeanNation,/vs/project-leannation-vs-healthy-and-fresh-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Project LeanNation,Instant Muscle Meals,Project LeanNation,/vs/project-leannation-vs-instant-muscle-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Project LeanNation,Vital Pursuit,Vital Pursuit,/vs/project-leannation-vs-vital-pursuit-us-high-protein-meal-prep/,generated
United States,us,shelf-stable meals,Proper Good,A Dozen Cousins Rice & Beans,Proper Good,/vs/proper-good-vs-a-dozen-cousins-rice-and-beans-us-shelf-stable-meals/,generated
United States,us,shelf-stable meals,Proper Good,Banza,Proper Good,/vs/proper-good-vs-banza-us-shelf-stable-meals/,generated
United States,us,shelf-stable meals,Proper Good,Goodles,Proper Good,/vs/proper-good-vs-goodles-us-shelf-stable-meals/,generated
United States,us,shelf-stable meals,Proper Good,Maya Kaimal Everyday Dal,Proper Good,/vs/proper-good-vs-maya-kaimal-everyday-dal-us-shelf-stable-meals/,generated
United States,us,shelf-stable meals,Proper Good,Tasty Bite Protein Bowls,Proper Good,/vs/proper-good-vs-tasty-bite-protein-bowls-us-shelf-stable-meals/,generated
